1,0.99916,-0.04102,0,0,0.04102,0.99916,0,0,0,0,1,0,0,0,0,1
2,0.98736,-0.15319,0.04053,0,0.15307,0.9882,0.00628,0,-0.04102,0,0.99916,0,-0.0101,0,0.4922,1
3,-0.01289,0.99908,0.04101,0,-0.99992,-0.01287,-0.00053,0,0,-0.04102,0.99916,0,0.57856,10.94565,-0.45379,1
4,0.99911,-0.04088,-0.01075,0,0.01021,-0.01331,0.99986,0,-0.04101,-0.99908,-0.01289,0,-2.08914,-57.8912,-11.58993,1
5,-0.99783,-0.05123,0.04137,0,0.05163,-0.99863,0.00863,0,0.04088,0.01075,0.99911,0,112.82005,66.07143,-4.00448,1
6,0.99996,-0.00078,-0.0086,0,-0.00033,-0.99867,0.05163,0,-0.00863,-0.05163,-0.99863,0,3.58388,-90.63741,73.5024,1
7,-0.99867,-0.00033,0.05163,0,-0.00078,0.99996,-0.0086,0,-0.05163,-0.00863,-0.99863,0,90.63741,-3.58388,-73.5024,1
1,0.99664,-0.08196,0,0,0.08196,0.99664,0,0,0,0,1,0,0,0,0,1
2,0.94986,-0.30277,0.07812,0,0.30175,0.95306,0.02482,0,-0.08196,0,0.99664,0,-0.04038,0,0.98357,1
3,-0.02577,0.9963,0.08194,0,-0.99967,-0.02568,-0.00211,0,0,-0.08196,0.99664,0,2.55523,2.15499,-1.63207,1
4,0.99645,-0.08139,-0.02148,0,0.01931,-0.02744,0.99944,0,-0.08194,-0.9963,-0.02577,0,-4.92983,-66.94381,-14.08272,1
5,-0.99127,-0.10231,0.08318,0,0.10374,-0.99452,0.01297,0,0.08139,0.02148,0.99645,0,121.18657,69.51663,-8.71934,1
6,0.99992,-0.0015,-0.01288,0,-0.00016,-0.9946,0.10375,0,-0.01297,-0.10374,-0.99452,0,7.85629,-98.86766,76.36924,1
7,-0.9946,-0.00016,0.10375,0,-0.0015,0.99992,-0.01288,0,-0.10374,-0.01297,-0.99452,0,98.86766,-7.85629,-76.36924,1
1,0.99243,-0.12277,0,0,0.12277,0.99243,0,0,0,0,1,0,0,0,0,1
2,0.88866,-0.4452,0.10994,0,0.44184,0.89543,0.05466,0,-0.12277,0,0.99243,0,-0.09078,0,1.47328,1
3,-0.03865,0.99169,0.12268,0,-0.99925,-0.03836,-0.00474,0,0,-0.12277,0.99243,0,5.88028,-6.11884,-3.47857,1
4,0.99207,-0.12147,-0.03221,0,0.02725,-0.04229,0.99873,0,-0.12268,-0.99169,-0.03865,0,-8.46211,-75.40302,-17.92852,1
5,-0.98027,-0.1531,0.125,0,0.15592,-0.98769,0.01298,0,0.12147,0.03221,0.99207,0,128.84859,74.28419,-14.07673,1
6,0.99992,-0.00184,-0.01285,0,0.00018,-0.98777,0.15593,0,-0.01298,-0.15592,-0.98769,0,12.75364,-106.44193,80.5508,1
7,-0.98777,0.00018,0.15593,0,-0.00184,0.99992,-0.01285,0,-0.15592,-0.01298,-0.98769,0,106.44193,-12.75364,-80.5508,1
1,0.98656,-0.16338,0,0,0.16338,0.98656,0,0,0,0,1,0,0,0,0,1
2,0.80568,-0.57712,0.13342,0,0.56937,0.81666,0.09429,0,-0.16338,0,0.98656,0,-0.16123,0,1.96052,1
3,-0.05152,0.98525,0.16316,0,-0.99867,-0.05083,-0.00842,0,0,-0.16338,0.98656,0,10.4721,-13.64008,-5.90206,1
4,0.98601,-0.16104,-0.04292,0,0.03399,-0.0578,0.99775,0,-0.16316,-0.98525,-0.05152,0,-12.59096,-83.0316,-23.04565,1
5,-0.96484,-0.20345,0.16644,0,0.20775,-0.97814,0.00864,0,0.16104,0.04292,0.98601,0,135.57332,80.29095,-19.97406,1
6,0.99996,-0.00145,-0.00853,0,0.00035,-0.97818,0.20775,0,-0.00864,-0.20775,-0.97814,0,18.17783,-113.12914,85.96559,1
7,-0.97818,0.00035,0.20775,0,-0.00145,0.99996,-0.00853,0,-0.20775,-0.00864,-0.97814,0,113.12914,-18.17783,-85.96559,1
1,0.97903,-0.2037,0,0,0.2037,0.97903,0,0,0,0,1,0,0,0,0,1
2,0.70354,-0.69542,0.14638,0,0.68084,0.71861,0.14166,0,-0.2037,0,0.97903,0,-0.25161,0,2.44446,1
3,-0.06438,0.977,0.20328,0,-0.99793,-0.06303,-0.01312,0,0,-0.2037,0.97903,0,16.21911,-20.19827,-8.78008,1
4,0.97832,-0.20003,-0.0536,0,0.03949,-0.07388,0.99648,0,-0.20328,-0.977,-0.06438,0,-17.19006,-89.6178,-29.32245,1
5,-0.94499,-0.25321,0.20708,0,0.25882,-0.96593,0,0,0.20003,0.0536,0.97832,0,141.15401,87.42386,-26.2779,1
6,1,0,0,0,0,-0.96593,0.25882,0,0,-0.25882,-0.96593,0,24.00001,-118.72387,92.50227,1
7,-0.96593,0,0.25882,0,0,1,0,0,-0.25882,0,-0.96593,0,118.72387,-24.00001,-92.50227,1
1,0.9785,-0.20625,0,0,0.20625,0.9785,0,0,0,0,1,0,0,0,0,1
2,0.72778,-0.66844,0.1534,0,0.65407,0.74377,0.13786,0,-0.20625,0,0.9785,0,-0.258,0,2.47497,1
3,-0.10715,0.97287,0.20506,0,-0.99424,-0.10485,-0.0221,0,0,-0.20625,0.9785,0,14.24479,-18.20879,-8.47516,1
4,0.97826,-0.20026,-0.05386,0,0.03094,-0.11587,0.99278,0,-0.20506,-0.97287,-0.10715,0,-17.21591,-88.67757,-29.14419,1
5,-0.94493,-0.25319,0.20738,0,0.25886,-0.96592,0.00019,0,0.20026,0.05386,0.97826,0,140.0742,88.67801,-26.36847,1
6,1,5E-05,-0.00021,0,0.0001,-0.96592,0.25886,0,-0.00019,-0.25886,-0.96592,0,24.08803,-117.64458,93.75654,1
7,-0.96592,0.0001,0.25886,0,5E-05,1,-0.00021,0,-0.25886,-0.00019,-0.96592,0,117.64458,-24.08803,-93.75654,1
1,0.97796,-0.20879,0,0,0.20879,0.97796,0,0,0,0,1,0,0,0,0,1
2,0.751,-0.64055,0.16033,0,0.62643,0.76792,0.13374,0,-0.20879,0,0.97796,0,-0.26447,0,2.50546,1
3,-0.14972,0.96694,0.20643,0,-0.98873,-0.14642,-0.03126,0,0,-0.20879,0.97796,0,12.31487,-16.18765,-8.15281,1
4,0.97821,-0.20048,-0.05402,0,0.02222,-0.15761,0.98725,0,-0.20643,-0.96694,-0.14972,0,-17.21352,-87.62787,-29.05566,1
5,-0.94488,-0.25318,0.20763,0,0.25888,-0.96591,0.00028,0,0.20048,0.05402,0.97821,0,138.82512,90.01536,-26.41582,1
