1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
3,0.95106,0.30902,0,0,-0.30902,0.95106,0,0,0,0,1,0,2.60074,3.5796,0,1
4,1,0,0,0,0,0.95106,0.30902,0,0,-0.30902,0.95106,0,0,-10.04593,4.42749,1
5,0.80902,0.58779,0,0,-0.58779,0.80902,0,0,0,0,1,0,28.37666,-7.34369,0,1
6,1,0,0,0,0,0.80902,-0.58779,0,0,0.58779,0.80902,0,0,-28.62699,-0.11412,1
7,1,0,0,0,0,0.80902,0.58779,0,0,-0.58779,0.80902,0,0,15.69674,-31.2878,1
8,1,0,0,0,0,0.80902,-0.58779,0,0,0.58779,0.80902,0,0,20.83237,-49.65522,1
1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
3,0.80902,0.58779,0,0,-0.58779,0.80902,0,0,0,0,1,0,3.96802,7.78768,0,1
4,1,0,0,0,0,0.80902,0.58779,0,0,-0.58779,0.80902,0,0,-20.96834,5.53392,1
5,0.30902,0.95106,0,0,-0.95106,0.30902,0,0,0,0,1,0,57.77053,-2.68778,0,1
6,1,0,0,0,0,0.30902,-0.95106,0,0,0.95106,0.30902,0,0,-53.97394,10.53777,1
7,1,0,0,0,0,0.30902,0.95106,0,0,-0.95106,0.30902,0,0,40.70387,-49.49401,1
8,1,0,0,0,0,0.30902,-0.95106,0,0,0.95106,0.30902,0,0,14.5818,-104.19225,1
1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
3,0.58779,0.80902,0,0,-0.80902,0.58779,0,0,0,0,1,0,3.96802,12.21232,0,1
4,1,0,0,0,0,0.58779,0.80902,0,0,-0.80902,0.58779,0,0,-31.69808,3.21099,1
5,-0.30902,0.95106,0,0,-0.95106,-0.30902,0,0,0,0,1,0,82.7099,13.22675,0,1
6,1,0,0,0,0,-0.30902,-0.95106,0,0,0.95106,-0.30902,0,0,-72.11494,28.92444,1
7,1,0,0,0,0,-0.30902,0.95106,0,0,-0.95106,-0.30902,0,0,66.50695,-53.42023,1
8,1,0,0,0,0,-0.30902,-0.95106,0,0,0.95106,-0.30902,0,0,-17.40162,-148.53556,1
1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
3,0.30902,0.95106,0,0,-0.95106,0.30902,0,0,0,0,1,0,2.60074,16.4204,0,1
4,1,0,0,0,0,0.30902,0.95106,0,0,-0.95106,0.30902,0,0,-41.18484,-2.31392,1
5,-0.80902,0.58779,0,0,-0.58779,-0.80902,0,0,0,0,1,0,98.82228,37.08639,0,1
6,1,0,0,0,0,-0.80902,-0.58779,0,0,0.58779,-0.80902,0,0,-81.27423,50.78809,1
7,1,0,0,0,0,-0.80902,0.58779,0,0,-0.58779,-0.80902,0,0,86.01536,-46.72026,1
8,1,0,0,0,0,-0.80902,-0.58779,0,0,0.58779,-0.80902,0,0,-65.66659,-170.90099,1
1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
3,0,1,0,0,-1,0,0,0,0,0,1,0,0,20,0,1
4,1,0,0,0,0,0,1,0,0,-1,0,0,0,-48.5,-10.5,1
5,-1,0,0,0,0,-1,0,0,0,0,1,0,104,64,0,1
6,1,0,0,0,0,-1,0,0,0,0,-1,0,0,-82,72,1
7,1,0,0,0,0,-1,0,0,0,0,-1,0,0,96,-36,1
8,1,0,0,0,0,-1,0,0,0,0,-1,0,0,-116,-166.79244,1
1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
3,0,1,0,0,-1,0,0,0,0,0,1,0,0,20,0,1
4,1,0,0,0,0,0,1,0,0,-1,0,0,0,-48.5,-10.5,1
5,-1,0,0,0,0,-1,0,0,0,0,1,0,104,64,0,1
6,1,0,0,0,0,-1,0,0,0,0,-1,0,0,-82,72,1
7,1,0,0,0,0,-1,0,0,0,0,-1,0,0,96,-36,1
8,1,0,0,0,0,-1,0,0,0,0,-1,0,0,-116,-161.79244,1
1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
3,0,1,0,0,-1,0,0,0,0,0,1,0,0,20,0,1
4,1,0,0,0,0,0,1,0,0,-1,0,0,0,-48.5,-10.5,1
5,-1,0,0,0,0,-1,0,0,0,0,1,0,104,64,0,1
6,1,0,0,0,0,-1,0,0,0,0,-1,0,0,-82,72,1
7,1,0,0,0,0,-1,0,0,0,0,-1,0,0,96,-36,1
8,1,0,0,0,0,-1,0,0,0,0,-1,0,0,-116,-156.79244,1
1,0.99863,-0.05239,0,0,0.05239,0.99863,0,0,0,0,1,0,0,0,0,1
2,0.99718,-0.05386,0.05231,0,0.05378,0.99855,0.00282,0,-0.05239,0,0.99863,0,-0.01648,0,0.62867,1
3,-0.17611,0.98302,0.05157,0,-0.98437,-0.17587,-0.00923,0,0,-0.05239,0.99863,0,-1.8303,18.37825,-0.19,1
4,0.99863,-0.05239,0,0,-0.00923,-0.17587,0.98437,0,-0.05157,-0.98302,-0.17611,0,-2.49457,-54.55116,-16.07928,1
5,-0.99863,0,0.05239,0,0,-1,0,0,0.05239,0,0.99863,0,109.46718,75.47895,-4.79844,1
6,1,0,0,0,0,-1,0,0,0,0,-1,0,4.22217,-87.48229,83.47895,1
7,1,0,0,0,0,-1,0,0,0,0,-1,0,-4.22217,107.47895,-41.48229,1
8,1,0,0,0,0,-1,0,0,0,0,-1,0,4.22217,-127.47895,-162.27473,1
1,0.99451,-0.10463,0,0,0.10463,0.99451,0,0,0,0,1,0,0,0,0,1
2,0.98874,-0.10756,0.10403,0,0.10697,0.9942,0.01125,0,-0.10463,0,0.99451,0,-0.06587,0,1.2556,1
3,-0.34671,0.93282,0.09814,0,-0.93797,-0.34481,-0.03628,0,0,-0.10463,0.99451,0,-3.73934,16.42394,-0.58666,1
4,0.99451,-0.10463,0,0,-0.03628,-0.34481,0.93797,0,-0.09814,-0.93282,-0.34671,0,-5.51539,-59.42205,-22.25472,1
5,-0.99451,0,0.10463,0,0,-1,0,0,0.10463,0,0.99451,0,112.61121,87.36965,-9.95416,1
6,1,0,0,0,0,-1,0,0,0,0,-1,0,8.80319,-90.67159,95.36965,1
7,1,0,0,0,0,-1,0,0,0,0,-1,0,-8.80319,119.36965,-44.67159,1
8,1,0,0,0,0,-1,0,0,0,0,-1,0,8.80319,-139.36965,-165.46403,1
1,0.98766,-0.15659,0,0,0.15659,0.98766,0,0,0,0,1,0,0,0,0,1
2,0.97479,-0.16095,0.15455,0,0.15897,0.98696,0.0252,0,-0.15659,0,0.98766,0,-0.14804,0,1.87909,1
