1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
3,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
4,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
5,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
6,1,0,0,0,0,1,0,0,0,0,1,0,0,0,-3,1
1,1,0,0,0,0,1,0,0,0,0,1,0,0,-1,0,1
2,1,0,0,0,0,1,0,0,0,0,1,0,1,-1,0,1
3,1,0,0,0,0,1,0,0,0,0,1,0,1,-1,-1,1
4,1,0,0,0,0,1,0,0,0,0,1,0,1,-1,-1,1
5,1,0,0,0,0,1,0,0,0,0,1,0,1,-1,-1,1
6,1,0,0,0,0,1,0,0,0,0,1,0,0,0,-3,1
1,1,0,0,0,0,1,0,0,0,0,1,0,0,-2,0,1
2,1,0,0,0,0,1,0,0,0,0,1,0,2,-2,0,1
3,1,0,0,0,0,1,0,0,0,0,1,0,2,-2,-2,1
4,1,0,0,0,0,1,0,0,0,0,1,0,2,-2,-2,1
5,1,0,0,0,0,1,0,0,0,0,1,0,2,-2,-2,1
6,1,0,0,0,0,1,0,0,0,0,1,0,0,0,-3,1
1,1,0,0,0,0,1,0,0,0,0,1,0,0,-4,0,1
2,1,0,0,0,0,1,0,0,0,0,1,0,4,-4,0,1
3,1,0,0,0,0,1,0,0,0,0,1,0,4,-4,-4,1
4,1,0,0,0,0,1,0,0,0,0,1,0,4,-4,-4,1
5,1,0,0,0,0,1,0,0,0,0,1,0,4,-4,-4,1
6,1,0,0,0,0,1,0,0,0,0,1,0,0,0,-3,1
1,1,0,0,0,0,1,0,0,0,0,1,0,0,-6,0,1
2,1,0,0,0,0,1,0,0,0,0,1,0,6,-6,0,1
3,1,0,0,0,0,1,0,0,0,0,1,0,6,-6,-5.6,1
4,1,0,0,0,0,1,0,0,0,0,1,0,6,-6,-5.6,1
5,1,0,0,0,0,1,0,0,0,0,1,0,6,-6,-5.6,1
6,1,0,0,0,0,1,0,0,0,0,1,0,0,0,-3,1
1,1,0,0,0,0,1,0,0,0,0,1,0,0,-7,0,1
2,1,0,0,0,0,1,0,0,0,0,1,0,8,-7,0,1
3,1,0,0,0,0,1,0,0,0,0,1,0,8,-7,-5.6,1
4,1,0,0,0,0,1,0,0,0,0,1,0,8,-7,-5.6,1
5,1,0,0,0,0,1,0,0,0,0,1,0,8,-7,-5.6,1
6,1,0,0,0,0,1,0,0,0,0,1,0,0,0,-3,1
1,1,0,0,0,0,1,0,0,0,0,1,0,0,-7,0,1
2,1,0,0,0,0,1,0,0,0,0,1,0,10,-7,0,1
3,1,0,0,0,0,1,0,0,0,0,1,0,10,-7,-5.6,1
4,1,0,0,0,0,1,0,0,0,0,1,0,10,-7,-5.6,1
5,1,0,0,0,0,1,0,0,0,0,1,0,10,-7,-5.6,1
6,1,0,0,0,0,1,0,0,0,0,1,0,0,0,-3,1
1,1,0,0,0,0,1,0,0,0,0,1,0,0,-7,0,1
2,1,0,0,0,0,1,0,0,0,0,1,0,12,-7,0,1
3,1,0,0,0,0,1,0,0,0,0,1,0,12,-7,-5.6,1
4,1,0,0,0,0,1,0,0,0,0,1,0,12,-7,-5.6,1
5,1,0,0,0,0,1,0,0,0,0,1,0,12,-7,-5.6,1
6,1,0,0,0,0,1,0,0,0,0,1,0,0,0,-3,1
1,1,0,0,0,0,1,0,0,0,0,1,0,0,-7,0,1
2,1,0,0,0,0,1,0,0,0,0,1,0,12.8,-7,0,1
3,1,0,0,0,0,1,0,0,0,0,1,0,12.8,-7,-5.6,1
4,1,0,0,0,0,1,0,0,0,0,1,0,12.8,-7,-5.6,1
5,1,0,0,0,0,1,0,0,0,0,1,0,12.8,-7,-5.6,1
6,1,0,0,0,0,1,0,0,0,0,1,0,0,0,-3,1
1,1,0,0,0,0,1,0,0,0,0,1,0,0,-7,0,1
2,1,0,0,0,0,1,0,0,0,0,1,0,12.8,-7,0,1
3,1,0,0,0,0,1,0,0,0,0,1,0,12.8,-7,-6.6,1
4,1,0,0,0,0,1,0,0,0,0,1,0,12.8,-7,-6.6,1
5,1,0,0,0,0,1,0,0,0,0,1,0,12.8,-7,-6.6,1
6,1,0,0,0,0,1,0,0,0,0,1,0,0,0,-3,1
1,1,0,0,0,0,1,0,0,0,0,1,0,0,-7,0,1
2,1,0,0,0,0,1,0,0,0,0,1,0,12.8,-7,0,1
3,1,0,0,0,0,1,0,0,0,0,1,0,12.8,-7,-7.6,1
4,1,0,0,0,0,1,0,0,0,0,1,0,12.8,-7,-7.6,1
5,1,0,0,0,0,1,0,0,0,0,1,0,12.8,-7,-7.6,1
6,1,0,0,0,0,1,0,0,0,0,1,0,0,0,-3,1
1,1,0,0,0,0,1,0,0,0,0,1,0,0,-7,0,1
2,1,0,0,0,0,1,0,0,0,0,1,0,12.8,-7,0,1
3,1,0,0,0,0,1,0,0,0,0,1,0,12.8,-7,-7.6,1
4,1,0,0,0,0,1,0,0,0,0,1,0,12.8,-7,-7.6,1
5,1,0,0,0,0,1,0,0,0,0,1,0,12.8,-7,-7.6,1
6,1,0,0,0,0,1,0,0,0,0,1,0,0,0,-3,1
1,1,0,0,0,0,1,0,0,0,0,1,0,0,-7,0,1
2,1,0,0,0,0,1,0,0,0,0,1,0,12.8,-7,0,1
3,1,0,0,0,0,1,0,0,0,0,1,0,12.8,-7,-7.6,1
4,1,0,0,0,0,1,0,0,0,0,1,0,12.8,-7,-7.6,1
5,1,0,0,0,0,1,0,0,0,0,1,0,12.8,-7,-7.6,1
6,1,0,0,0,0,1,0,0,0,0,1,0,0,0,-3,1
1,1,0,0,0,0,1,0,0,0,0,1,0,0,-7,0,1
2,1,0,0,0,0,1,0,0,0,0,1,0,12.8,-7,0,1
3,1,0,0,0,0,1,0,0,0,0,1,0,12.8,-7,-6.6,1
4,1,0,0,0,0,1,0,0,0,0,1,0,12.8,-7,-6.6,1
5,1,0,0,0,0,1,0,0,0,0,1,0,12.8,-7,-6.6,1
6,1,0,0,0,0,1,0,0,0,0,1,0,0,0,-3,1
1,1,0,0,0,0,1,0,0,0,0,1,0,0,-7,0,1
2,1,0,0,0,0,1,0,0,0,0,1,0,12.8,-7,0,1
3,1,0,0,0,0,1,0,0,0,0,1,0,12.8,-7,-5.5,1
4,1,0,0,0,0,1,0,0,0,0,1,0,12.8,-7,-5.5,1
5,1,0,0,0,0,1,0,0,0,0,1,0,12.8,-7,-5.5,1
6,1,0,0,0,0,1,0,0,0,0,1,0,0,0,-3,1
1,1,0,0,0,0,1,0,0,0,0,1,0,0,-7,0,1
2,1,0,0,0,0,1,0,0,0,0,1,0,13.8,-7,0,1
3,1,0,0,0,0,1,0,0,0,0,1,0,13.8,-7,-5.5,1
4,1,0,0,0,0,1,0,0,0,0,1,0,13.8,-7,-5.5,1
5,1,0,0,0,0,1,0,0,0,0,1,0,13.8,-7,-5.5,1
